Age,Attrition,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerGender
31,Yes,Non-Travel,Software Development,4,Business Administration,499,1,Male,3,Frontend Developer,1,Divorced,6837,5,No,15,4,2,1,20,0,2,2,10,2,3,Female
51,Yes,Non-Travel,Cybersecurity,4,Business Administration,500,1,Male,4,Cybersecurity Engineer,2,Divorced,8115,3,No,18,4,2,2,4,5,4,16,3,10,10,Male
32,No,Travel_Rarely,Data Science,4,Mathematics,501,2,Male,1,Data Scientist,2,Single,8674,6,Yes,11,3,3,3,5,0,1,12,5,9,7,Female
60,Yes,Travel_Rarely,IT Support,2,Information Technology,502,3,Female,1,System Administrator,1,Divorced,4236,3,No,20,3,2,3,26,0,2,3,8,10,2,Male
37,Yes,Travel_Frequently,Cybersecurity,3,Business Administration,503,1,Female,2,Cybersecurity Engineer,1,Divorced,6843,5,Yes,15,2,3,3,3,5,3,13,6,9,7,Male
22,No,Travel_Frequently,Data Science,4,Mathematics,504,4,Female,4,Data Analyst,3,Divorced,12077,2,No,5,1,1,1,39,2,1,12,1,4,2,Female
44,No,Travel_Rarely,Cybersecurity,1,Business Administration,505,4,Male,1,Security Analyst,1,Single,14789,2,No,7,4,1,1,34,1,3,12,10,5,8,Male
54,Yes,Travel_Rarely,IT Support,2,Information Technology,506,4,Male,2,IT Specialist,3,Divorced,7428,4,Yes,1,3,1,1,37,1,2,6,8,6,10,Male
22,Yes,Travel_Rarely,IT Support,4,Engineering,507,4,Female,3,IT Specialist,4,Married,4076,1,Yes,16,4,2,1,8,0,4,19,10,1,2,Male
40,Yes,Travel_Rarely,Project Management,1,Computer Science,508,3,Female,1,Agile Coach,4,Single,3547,1,No,15,1,4,1,9,0,2,6,6,6,8,Female
51,Yes,Travel_Rarely,Software Development,3,Information Technology,509,4,Female,4,Frontend Developer,1,Single,7046,1,No,5,1,4,3,14,3,1,4,3,6,8,Female
45,No,Travel_Frequently,Cybersecurity,2,Mathematics,510,4,Female,1,Security Analyst,1,Married,9893,5,No,17,4,4,1,37,5,3,18,3,8,4,Male
29,No,Travel_Rarely,Cybersecurity,4,Engineering,511,1,Male,1,Network Security Specialist,1,Divorced,12261,3,Yes,17,1,1,3,30,4,2,12,8,5,7,Male
53,No,Travel_Rarely,Software Development,3,Information Technology,512,1,Female,2,Frontend Developer,2,Divorced,13330,2,No,17,4,4,0,6,4,1,3,9,6,7,Female
23,No,Non-Travel,Software Development,1,Information Technology,513,2,Male,2,Backend Developer,4,Single,10357,5,Yes,18,1,2,3,16,0,2,8,4,6,7,Male
27,No,Travel_Frequently,IT Support,3,Business Administration,514,4,Male,1,Technical Support,3,Married,10959,4,Yes,6,2,2,3,36,1,1,14,3,2,4,Male
32,No,Non-Travel,Project Management,2,Business Administration,515,3,Female,3,Agile Coach,4,Divorced,9755,2,Yes,8,1,2,1,38,3,4,1,9,4,5,Female
49,Yes,Non-Travel,Data Science,3,Mathematics,516,3,Male,4,Data Scientist,3,Single,14456,6,Yes,14,3,3,0,28,0,1,3,5,3,5,Female
32,No,Travel_Rarely,Data Science,3,Mathematics,517,4,Male,1,Data Analyst,1,Divorced,13143,6,No,20,3,2,1,5,3,2,15,6,8,3,Female
48,Yes,Travel_Rarely,Cybersecurity,2,Computer Science,518,3,Male,3,Cybersecurity Engineer,2,Single,13518,3,Yes,17,3,4,0,26,1,3,9,3,10,4,Male
59,Yes,Travel_Rarely,Data Science,2,Mathematics,519,1,Female,1,Machine Learning Engineer,2,Single,8846,3,Yes,12,1,3,0,5,1,2,4,5,10,7,Female
56,No,Travel_Rarely,Software Development,3,Mathematics,520,3,Female,4,Software Engineer,1,Single,3059,1,No,5,4,1,2,23,5,1,5,5,8,9,Female
50,Yes,Travel_Frequently,IT Support,3,Engineering,521,4,Female,4,System Administrator,3,Married,14149,1,No,14,4,3,2,38,1,3,18,5,10,7,Male
53,No,Non-Travel,Project Management,1,Engineering,522,3,Female,4,Scrum Master,1,Divorced,9560,6,No,13,4,2,3,14,1,4,15,7,6,3,Female
42,No,Travel_Frequently,Data Science,3,Mathematics,523,1,Male,3,Data Scientist,4,Single,6201,3,Yes,4,3,2,0,27,1,3,4,4,2,5,Female
48,No,Non-Travel,IT Support,2,Business Administration,524,3,Female,3,System Administrator,3,Divorced,9652,3,No,18,4,1,3,20,0,2,3,9,8,1,Male
57,Yes,Travel_Frequently,Software Development,4,Computer Science,525,1,Male,4,Software Engineer,3,Single,6213,4,No,9,4,2,0,31,0,2,11,1,1,4,Male
42,Yes,Non-Travel,Project Management,3,Mathematics,526,4,Male,3,Agile Coach,2,Divorced,7063,0,No,4,3,1,2,13,3,1,7,1,8,2,Female
43,Yes,Non-Travel,Data Science,1,Computer Science,527,2,Female,4,Data Scientist,2,Divorced,11384,2,Yes,16,1,1,0,3,5,1,9,10,2,4,Female
36,Yes,Non-Travel,Software Development,3,Computer Science,528,3,Female,1,Backend Developer,2,Single,3702,3,No,6,2,3,1,4,0,1,1,4,9,8,Female
34,No,Non-Travel,Project Management,3,Engineering,529,1,Female,3,Agile Coach,1,Divorced,6217,0,Yes,16,1,3,1,13,0,4,4,5,1,8,Female
47,No,Non-Travel,Cybersecurity,3,Information Technology,530,1,Female,1,Security Analyst,3,Single,7551,5,Yes,10,4,2,1,4,4,1,7,6,0,5,Male
51,No,Travel_Frequently,Project Management,2,Information Technology,531,3,Male,1,Project Manager,2,Divorced,10988,6,No,16,4,2,0,22,0,4,7,6,4,7,Female
29,No,Non-Travel,Data Science,3,Information Technology,532,3,Female,3,Machine Learning Engineer,4,Single,7643,2,Yes,9,1,3,2,14,1,1,2,5,1,1,Female
49,No,Non-Travel,Data Science,2,Information Technology,533,2,Male,3,Data Scientist,4,Divorced,14877,4,No,20,3,2,2,3,2,4,15,6,9,10,Female
44,No,Travel_Frequently,Project Management,1,Engineering,534,3,Male,1,Project Manager,1,Single,6277,2,Yes,7,4,4,1,19,5,3,14,9,4,5,Female
28,Yes,Non-Travel,Cybersecurity,1,Information Technology,535,2,Female,2,Security Analyst,2,Married,12437,4,Yes,12,2,3,1,5,0,1,15,3,1,4,Male
54,Yes,Travel_Frequently,Software Development,2,Business Administration,536,4,Female,2,Frontend Developer,3,Married,9415,5,No,1,1,1,1,21,1,1,20,5,5,7,Male
26,Yes,Travel_Frequently,Project Management,3,Computer Science,537,3,Male,1,Project Manager,3,Single,9669,2,No,15,2,3,3,7,1,4,18,6,9,6,Male
56,Yes,Travel_Frequently,IT Support,4,Computer Science,538,3,Male,4,Helpdesk Analyst,1,Married,3803,3,No,6,4,3,2,24,3,2,15,4,3,7,Male
53,Yes,Non-Travel,Project Management,3,Business Administration,539,4,Female,1,Agile Coach,2,Married,8458,4,Yes,8,1,1,2,16,3,4,19,10,5,9,Female
59,No,Travel_Rarely,Cybersecurity,2,Computer Science,540,1,Female,3,Network Security Specialist,4,Married,11840,1,No,17,4,3,2,17,3,1,20,9,6,7,Male
49,No,Travel_Frequently,IT Support,1,Mathematics,541,4,Male,1,Helpdesk Analyst,2,Married,3776,3,Yes,11,2,2,2,27,0,3,20,9,3,7,Male
37,No,Travel_Rarely,Data Science,3,Business Administration,542,2,Female,4,Data Analyst,4,Divorced,12046,2,No,8,1,1,2,3,3,2,4,2,6,8,Female
25,Yes,Travel_Frequently,Software Development,1,Business Administration,543,2,Male,4,Software Engineer,1,Single,13156,3,Yes,7,1,3,3,28,1,2,14,9,3,7,Male
34,No,Travel_Rarely,Software Development,2,Business Administration,544,4,Female,3,Backend Developer,2,Single,8485,4,No,19,3,1,1,16,2,1,1,9,3,8,Female
58,No,Non-Travel,Project Management,1,Engineering,545,2,Female,1,Scrum Master,3,Married,6841,1,No,12,3,1,2,33,3,1,12,6,8,2,Female
34,No,Non-Travel,IT Support,3,Mathematics,546,1,Male,3,System Administrator,4,Single,4504,4,No,1,2,1,2,13,0,2,20,8,7,1,Male
58,Yes,Non-Travel,IT Support,2,Information Technology,547,2,Female,3,System Administrator,4,Divorced,14728,2,Yes,11,3,3,2,31,4,1,13,6,8,1,Male
57,No,Non-Travel,Project Management,1,Computer Science,548,4,Male,3,Project Manager,4,Single,4767,4,Yes,2,2,4,1,10,3,4,19,10,1,10,Male
48,No,Travel_Rarely,Software Development,3,Mathematics,549,4,Male,4,Software Engineer,2,Single,8063,2,No,13,3,4,1,10,5,1,2,5,7,9,Male
53,No,Travel_Rarely,Cybersecurity,3,Computer Science,550,2,Female,3,Cybersecurity Engineer,1,Divorced,14047,4,No,11,2,2,1,5,1,2,8,10,8,6,Male
51,No,Travel_Rarely,Data Science,2,Computer Science,551,1,Female,2,Data Scientist,3,Married,3989,5,No,8,4,1,3,28,1,2,16,7,1,9,Female
49,No,Non-Travel,Data Science,4,Business Administration,552,2,Female,4,Data Scientist,3,Divorced,8604,0,Yes,17,2,4,3,31,4,2,6,2,5,8,Female
32,Yes,Non-Travel,Software Development,4,Mathematics,553,1,Male,4,Software Engineer,2,Married,3038,3,No,12,2,2,0,9,0,2,18,10,2,8,Male
35,No,Non-Travel,Cybersecurity,4,Business Administration,554,2,Female,2,Network Security Specialist,3,Divorced,3319,1,Yes,11,1,1,2,40,2,1,19,9,2,7,Male
27,Yes,Travel_Rarely,Cybersecurity,4,Mathematics,555,3,Female,4,Cybersecurity Engineer,4,Married,9890,1,No,17,3,2,3,17,0,1,2,9,2,7,Male
47,Yes,Non-Travel,Project Management,2,Engineering,556,4,Male,3,Scrum Master,2,Married,14809,2,No,13,2,4,2,3,2,4,7,6,4,1,Male
39,Yes,Travel_Frequently,Software Development,2,Mathematics,557,3,Female,3,Backend Developer,2,Married,14222,0,No,3,4,4,3,14,3,1,11,3,9,10,Female
28,No,Travel_Rarely,Project Management,3,Information Technology,558,1,Female,2,Agile Coach,4,Single,7806,1,Yes,16,4,3,2,28,4,3,5,6,3,3,Female
40,No,Non-Travel,IT Support,3,Engineering,559,3,Female,3,IT Specialist,4,Married,10714,2,Yes,2,4,2,2,27,0,1,7,2,4,8,Male
23,No,Travel_Rarely,IT Support,2,Business Administration,560,2,Male,4,Helpdesk Analyst,3,Married,14585,6,Yes,7,4,2,3,30,1,3,1,7,10,10,Male
30,No,Travel_Rarely,Cybersecurity,2,Engineering,561,1,Male,3,Cybersecurity Engineer,1,Divorced,13797,5,No,7,4,3,1,14,1,3,17,7,4,2,Male
46,No,Travel_Rarely,Data Science,4,Information Technology,562,2,Female,1,Machine Learning Engineer,2,Divorced,8913,3,Yes,15,3,2,1,9,4,3,3,2,8,3,Female
34,Yes,Non-Travel,Project Management,2,Information Technology,563,1,Male,1,Project Manager,2,Divorced,5291,2,Yes,1,4,1,3,24,5,3,18,7,6,3,Male
24,Yes,Travel_Frequently,Software Development,1,Business Administration,564,3,Female,1,Backend Developer,1,Single,8804,6,No,4,2,2,1,9,3,4,7,10,2,2,Male
27,No,Travel_Frequently,Cybersecurity,4,Computer Science,565,4,Female,1,Network Security Specialist,4,Single,8473,4,Yes,1,4,3,1,14,5,2,13,5,1,4,Male
27,Yes,Travel_Frequently,Cybersecurity,2,Mathematics,566,4,Female,2,Security Analyst,2,Married,12975,6,No,20,1,4,3,36,0,4,12,3,7,9,Male
34,No,Travel_Rarely,Project Management,4,Computer Science,567,4,Female,1,Agile Coach,2,Single,8846,5,No,14,4,3,0,6,5,1,7,10,2,3,Female
25,No,Non-Travel,Project Management,3,Computer Science,568,3,Male,4,Project Manager,2,Divorced,12368,2,Yes,16,3,2,2,9,5,2,6,10,6,3,Female
40,Yes,Travel_Rarely,IT Support,1,Engineering,569,3,Female,4,Technical Support,2,Divorced,14716,4,Yes,9,4,4,3,9,5,4,3,5,0,9,Male
50,No,Non-Travel,Data Science,1,Mathematics,570,3,Female,4,Data Scientist,2,Single,3324,3,Yes,20,3,2,3,28,2,1,4,8,10,8,Female
30,Yes,Non-Travel,Cybersecurity,3,Engineering,571,3,Female,1,Cybersecurity Engineer,1,Divorced,5873,3,No,5,4,4,1,28,0,3,18,7,7,9,Male
27,No,Non-Travel,IT Support,4,Business Administration,572,1,Male,1,Technical Support,4,Divorced,14234,2,No,19,3,1,1,10,3,4,5,10,10,8,Male
40,No,Non-Travel,Cybersecurity,4,Mathematics,573,1,Female,3,Network Security Specialist,3,Married,5566,4,Yes,8,3,2,2,34,3,1,12,4,7,7,Male
31,No,Travel_Frequently,Data Science,1,Information Technology,574,2,Female,4,Data Analyst,4,Single,6412,4,Yes,20,1,3,3,1,3,4,15,9,5,10,Female
48,Yes,Non-Travel,IT Support,2,Information Technology,575,1,Female,3,System Administrator,1,Single,11156,0,Yes,1,4,3,1,34,1,4,6,3,2,5,Male
50,Yes,Non-Travel,Project Management,4,Computer Science,576,2,Female,3,Project Manager,3,Single,11129,4,No,20,3,2,2,23,4,3,2,1,8,6,Male
31,Yes,Travel_Rarely,Software Development,2,Computer Science,577,4,Male,1,Software Engineer,3,Married,7257,3,Yes,19,2,3,1,24,2,2,15,3,9,3,Female
34,No,Non-Travel,Data Science,3,Engineering,578,1,Female,3,Data Analyst,4,Married,8916,2,No,11,3,1,0,40,5,1,12,7,9,2,Female
22,No,Travel_Rarely,Data Science,3,Engineering,579,1,Female,2,Data Scientist,1,Single,8315,2,Yes,18,4,2,2,32,4,4,6,5,6,3,Female
22,No,Non-Travel,Cybersecurity,3,Computer Science,580,4,Female,4,Network Security Specialist,2,Single,14446,1,Yes,14,3,1,2,10,5,3,9,5,6,3,Male
36,Yes,Travel_Rarely,Project Management,1,Information Technology,581,3,Female,1,Agile Coach,2,Married,5998,0,No,14,3,3,3,16,0,1,14,10,2,9,Female
38,No,Travel_Rarely,Cybersecurity,3,Mathematics,582,4,Female,3,Cybersecurity Engineer,3,Divorced,9586,5,No,9,3,2,1,34,1,3,1,1,7,10,Male
33,Yes,Non-Travel,Data Science,1,Information Technology,583,1,Female,3,Data Scientist,2,Single,3731,6,Yes,1,2,4,0,19,4,2,14,1,9,4,Female
29,No,Non-Travel,Cybersecurity,1,Engineering,584,1,Male,4,Cybersecurity Engineer,2,Married,5549,1,No,11,3,4,0,11,3,1,6,7,5,6,Male
40,No,Non-Travel,IT Support,2,Business Administration,585,4,Male,4,System Administrator,1,Divorced,6022,2,No,17,1,2,1,21,5,1,2,1,10,7,Male
47,Yes,Non-Travel,Project Management,3,Engineering,586,2,Female,3,Agile Coach,2,Divorced,13557,0,Yes,19,4,2,0,15,2,3,16,9,5,8,Female
23,Yes,Travel_Rarely,Project Management,2,Computer Science,587,3,Male,2,Project Manager,4,Married,4563,4,Yes,20,2,1,0,38,3,2,2,7,5,4,Female
26,No,Travel_Frequently,Project Management,1,Computer Science,588,3,Female,4,Scrum Master,3,Single,6056,0,No,16,1,1,2,36,3,4,17,8,6,8,Male
40,Yes,Travel_Rarely,Software Development,3,Mathematics,589,1,Female,4,Frontend Developer,2,Single,6429,0,No,5,3,1,1,5,3,2,10,9,3,7,Female
47,Yes,Non-Travel,Project Management,4,Information Technology,590,4,Male,4,Agile Coach,3,Married,5869,5,Yes,12,4,2,3,16,3,4,2,2,7,7,Female
24,Yes,Non-Travel,Software Development,3,Computer Science,591,3,Male,4,Full Stack Developer,3,Single,11412,4,Yes,20,3,4,1,14,5,3,14,2,2,4,Female
47,Yes,Travel_Rarely,Software Development,4,Mathematics,592,3,Female,3,Software Engineer,3,Divorced,12937,6,No,3,1,3,1,36,1,3,6,9,7,2,Male
32,Yes,Travel_Rarely,Software Development,2,Information Technology,593,2,Female,3,Frontend Developer,3,Divorced,13381,3,Yes,11,1,3,2,22,4,4,15,6,0,6,Female
22,Yes,Travel_Rarely,IT Support,4,Mathematics,594,1,Female,2,System Administrator,3,Single,10392,0,Yes,11,4,2,0,14,2,4,2,9,6,8,Male
51,Yes,Travel_Rarely,Project Management,1,Information Technology,595,4,Male,2,Agile Coach,3,Divorced,11276,4,Yes,20,4,2,1,4,5,1,20,10,2,3,Male
24,No,Travel_Rarely,Data Science,2,Business Administration,596,4,Female,4,Data Analyst,2,Single,3089,5,Yes,11,2,4,3,28,3,2,15,7,7,7,Female
49,Yes,Travel_Frequently,Software Development,1,Mathematics,597,2,Male,3,Frontend Developer,3,Divorced,6825,3,Yes,16,3,4,2,11,3,1,13,2,3,4,Male
26,No,Travel_Rarely,IT Support,2,Computer Science,598,1,Female,3,System Administrator,1,Divorced,3610,5,Yes,18,1,3,2,14,1,1,16,7,5,7,Male
26,No,Travel_Frequently,Cybersecurity,2,Information Technology,599,4,Female,4,Security Analyst,1,Single,6982,4,Yes,7,2,2,3,21,3,1,9,10,4,4,Male
34,Yes,Travel_Frequently,Software Development,4,Computer Science,600,4,Male,3,Frontend Developer,4,Single,14645,4,No,13,2,3,0,2,4,3,6,1,4,7,Male
41,No,Travel_Frequently,Software Development,4,Information Technology,601,1,Female,3,Software Engineer,4,Married,6339,4,No,9,2,4,1,27,4,3,10,7,6,9,Female
57,No,Travel_Frequently,Software Development,3,Information Technology,602,3,Female,2,Frontend Developer,4,Married,13162,5,No,10,3,2,1,15,1,2,7,1,5,8,Male
58,Yes,Travel_Rarely,Data Science,3,Engineering,603,4,Male,4,Data Analyst,1,Married,12877,5,No,12,2,3,3,23,2,2,15,2,7,5,Female
28,Yes,Travel_Frequently,Project Management,3,Engineering,604,3,Female,1,Agile Coach,1,Divorced,12014,2,No,6,2,1,1,13,2,2,20,8,9,7,Female
54,No,Non-Travel,Cybersecurity,2,Information Technology,605,4,Male,4,Network Security Specialist,4,Single,12850,1,Yes,3,1,4,1,30,5,2,15,7,9,4,Male
32,No,Travel_Frequently,Project Management,2,Mathematics,606,1,Female,3,Scrum Master,3,Divorced,3152,6,Yes,13,2,3,2,28,0,1,10,1,1,2,Male
25,Yes,Non-Travel,IT Support,3,Information Technology,607,4,Male,2,Technical Support,4,Divorced,7222,5,No,13,2,2,3,13,0,3,17,8,5,10,Male
27,No,Travel_Rarely,IT Support,1,Business Administration,608,1,Male,1,Helpdesk Analyst,4,Single,8221,5,Yes,12,1,2,0,40,0,3,8,6,0,8,Male
44,No,Non-Travel,Data Science,3,Business Administration,609,3,Male,4,Data Scientist,1,Divorced,5298,2,No,4,3,3,1,32,1,1,1,9,3,10,Female
30,No,Travel_Rarely,Software Development,4,Computer Science,610,1,Male,4,Frontend Developer,1,Divorced,3358,4,No,10,4,3,0,20,4,3,18,2,1,9,Female
29,No,Non-Travel,Project Management,3,Information Technology,611,2,Female,3,Agile Coach,1,Married,10969,3,Yes,16,1,1,1,11,4,2,19,8,10,1,Male
47,No,Non-Travel,Software Development,4,Mathematics,612,2,Male,3,Software Engineer,4,Single,11016,5,No,15,3,4,0,18,1,1,13,10,0,5,Female
43,Yes,Non-Travel,Cybersecurity,2,Mathematics,613,4,Male,3,Network Security Specialist,1,Divorced,10698,6,No,17,4,1,3,33,5,3,17,10,8,7,Male
33,No,Travel_Rarely,Cybersecurity,2,Business Administration,614,2,Female,2,Cybersecurity Engineer,3,Divorced,8219,1,No,9,2,1,2,19,0,3,16,7,3,8,Male
24,No,Travel_Frequently,Data Science,3,Computer Science,615,3,Female,3,Machine Learning Engineer,2,Single,3510,4,No,1,1,4,0,17,3,1,12,5,6,8,Female
47,No,Travel_Rarely,Cybersecurity,4,Business Administration,616,4,Female,3,Network Security Specialist,4,Divorced,12206,1,No,12,3,3,1,27,3,1,7,7,3,10,Male
52,Yes,Travel_Frequently,Cybersecurity,4,Computer Science,617,1,Female,3,Network Security Specialist,1,Married,6400,3,No,11,1,1,2,10,4,1,20,3,3,9,Male
22,No,Non-Travel,Software Development,4,Mathematics,618,4,Male,3,Backend Developer,3,Divorced,10240,3,Yes,5,1,1,1,23,4,2,6,3,3,10,Male
39,No,Travel_Rarely,IT Support,4,Business Administration,619,4,Male,4,IT Specialist,4,Single,8285,5,Yes,12,1,2,2,30,0,4,10,5,8,9,Male
29,Yes,Travel_Rarely,Software Development,2,Computer Science,620,2,Female,4,Full Stack Developer,2,Married,13589,3,No,14,1,1,1,19,0,3,13,8,2,10,Female
24,No,Travel_Rarely,Software Development,1,Information Technology,621,4,Female,2,Frontend Developer,1,Married,12743,1,No,1,3,1,2,14,4,1,5,4,4,8,Male
47,Yes,Travel_Frequently,Project Management,4,Engineering,622,1,Male,1,Project Manager,3,Married,12705,3,No,5,2,1,2,25,0,3,3,8,3,10,Female
22,No,Travel_Rarely,Project Management,2,Computer Science,623,2,Male,2,Project Manager,3,Divorced,4113,4,Yes,11,3,1,0,8,1,2,18,8,6,6,Female
40,Yes,Non-Travel,Project Management,3,Information Technology,624,1,Female,1,Agile Coach,2,Single,4631,4,Yes,19,4,4,2,39,3,2,4,7,5,4,Male
29,Yes,Non-Travel,IT Support,2,Computer Science,625,3,Female,3,IT Specialist,2,Divorced,12182,6,Yes,7,3,4,1,18,4,2,16,2,9,3,Male
50,No,Travel_Rarely,Project Management,4,Business Administration,626,2,Female,1,Scrum Master,3,Married,9433,0,No,19,4,1,0,31,0,4,13,2,1,1,Female
23,No,Non-Travel,Software Development,2,Computer Science,627,3,Female,2,Backend Developer,2,Married,8689,3,Yes,1,2,3,2,7,1,4,17,5,2,9,Male
24,Yes,Travel_Frequently,Data Science,4,Computer Science,628,1,Female,3,Machine Learning Engineer,4,Divorced,7629,0,No,6,1,4,0,12,0,3,9,6,7,6,Female
48,Yes,Travel_Frequently,Project Management,1,Mathematics,629,4,Female,2,Scrum Master,1,Divorced,14909,3,No,14,4,2,2,36,1,2,14,8,6,5,Female
25,No,Travel_Rarely,Software Development,2,Business Administration,630,4,Female,1,Frontend Developer,3,Divorced,11356,6,No,2,2,3,0,29,1,2,3,4,6,3,Female
25,Yes,Travel_Frequently,IT Support,4,Mathematics,631,2,Female,2,IT Specialist,4,Single,7975,1,No,15,4,4,0,33,2,1,13,6,9,9,Male
43,No,Non-Travel,Software Development,4,Information Technology,632,1,Female,1,Full Stack Developer,2,Divorced,14111,2,Yes,18,3,4,2,6,5,3,16,6,2,8,Female
40,Yes,Non-Travel,Data Science,3,Information Technology,633,1,Male,2,Data Scientist,4,Single,8007,0,Yes,19,3,1,3,23,2,1,17,9,5,7,Female
59,Yes,Travel_Rarely,Data Science,1,Engineering,634,4,Male,1,Machine Learning Engineer,2,Single,8794,0,Yes,3,2,4,3,37,1,3,16,2,1,10,Female
35,No,Travel_Rarely,Data Science,1,Mathematics,635,1,Female,3,Data Analyst,1,Married,6647,5,No,13,3,3,1,17,1,3,4,5,4,2,Female
26,Yes,Travel_Rarely,IT Support,4,Mathematics,636,3,Female,2,IT Specialist,4,Single,14374,1,No,11,4,1,0,30,2,2,8,9,2,7,Male
59,No,Travel_Rarely,Data Science,2,Mathematics,637,1,Female,4,Machine Learning Engineer,1,Single,6178,2,Yes,8,4,2,0,4,4,4,13,1,10,3,Female
46,Yes,Non-Travel,Data Science,1,Engineering,638,1,Female,4,Data Analyst,1,Single,5374,1,No,9,2,3,0,17,5,4,1,6,4,9,Female
60,No,Travel_Frequently,Cybersecurity,1,Computer Science,639,4,Male,2,Cybersecurity Engineer,3,Married,5804,3,Yes,9,3,4,2,7,4,2,1,8,7,2,Male
53,Yes,Non-Travel,Data Science,3,Computer Science,640,1,Male,1,Data Analyst,1,Married,11937,0,Yes,14,4,2,2,30,1,1,13,6,0,9,Female
24,Yes,Travel_Frequently,IT Support,4,Engineering,641,4,Female,4,IT Specialist,1,Divorced,7375,1,No,5,3,1,2,19,5,2,8,1,6,3,Male
56,Yes,Travel_Rarely,Cybersecurity,2,Computer Science,642,4,Male,2,Cybersecurity Engineer,4,Divorced,5733,3,No,2,1,2,2,14,3,2,13,7,8,3,Male
36,Yes,Travel_Rarely,IT Support,4,Computer Science,643,2,Male,1,Helpdesk Analyst,4,Single,10244,1,Yes,13,3,2,3,39,1,3,2,1,9,6,Male
46,No,Non-Travel,Project Management,1,Computer Science,644,3,Male,1,Scrum Master,2,Divorced,6648,2,Yes,12,4,3,1,7,0,3,7,1,5,2,Male
43,No,Travel_Frequently,IT Support,2,Mathematics,645,3,Male,2,System Administrator,1,Married,5714,6,No,9,4,1,1,19,4,1,6,10,7,5,Male
23,Yes,Travel_Frequently,Cybersecurity,3,Information Technology,646,4,Female,1,Cybersecurity Engineer,4,Divorced,9638,5,Yes,5,3,3,1,36,0,2,5,9,10,1,Male
47,Yes,Non-Travel,Software Development,1,Mathematics,647,2,Male,1,Backend Developer,1,Divorced,7118,5,No,8,2,2,0,17,0,1,16,1,1,4,Female
53,Yes,Travel_Rarely,Project Management,2,Engineering,648,4,Male,4,Scrum Master,3,Married,7566,0,No,7,3,1,0,5,5,1,3,3,1,6,Female
59,No,Travel_Rarely,IT Support,3,Mathematics,649,3,Male,4,Helpdesk Analyst,3,Single,11750,3,No,6,1,2,2,12,2,2,9,4,8,7,Male
59,Yes,Travel_Rarely,Cybersecurity,2,Information Technology,650,1,Female,4,Cybersecurity Engineer,4,Divorced,11444,2,No,13,2,1,2,31,5,4,17,7,2,3,Male
39,No,Travel_Frequently,Cybersecurity,3,Information Technology,651,1,Female,4,Cybersecurity Engineer,1,Single,14367,4,Yes,10,2,2,0,24,1,3,15,10,0,1,Male
50,Yes,Travel_Rarely,Cybersecurity,3,Business Administration,652,2,Male,3,Network Security Specialist,1,Divorced,7903,1,Yes,7,4,4,1,18,4,4,1,10,3,3,Male
59,No,Travel_Rarely,Cybersecurity,4,Business Administration,653,3,Female,3,Network Security Specialist,1,Single,4039,1,Yes,9,1,1,2,28,5,4,8,2,8,2,Male
43,No,Non-Travel,IT Support,2,Engineering,654,1,Male,1,Technical Support,2,Divorced,9836,4,No,7,4,2,2,39,2,3,7,5,10,3,Male
39,Yes,Travel_Frequently,Data Science,1,Mathematics,655,1,Male,2,Data Analyst,2,Single,10366,3,Yes,16,3,4,2,37,0,4,8,4,2,3,Female
55,Yes,Non-Travel,Data Science,1,Information Technology,656,4,Female,4,Data Analyst,3,Single,5307,2,Yes,14,3,4,3,27,3,3,9,6,3,8,Female
56,Yes,Travel_Rarely,Software Development,3,Mathematics,657,3,Female,3,Software Engineer,3,Single,3093,3,Yes,16,4,3,3,12,4,2,14,4,7,10,Male
59,No,Travel_Frequently,Project Management,1,Computer Science,658,2,Female,1,Agile Coach,1,Divorced,7024,2,No,9,4,2,0,40,3,4,2,9,8,7,Female
27,Yes,Travel_Frequently,Data Science,1,Engineering,659,2,Male,1,Data Analyst,3,Married,3535,3,Yes,9,3,2,1,28,5,3,4,2,1,2,Female
33,Yes,Non-Travel,Project Management,3,Engineering,660,1,Female,2,Project Manager,2,Single,9356,3,No,3,3,3,3,39,0,2,11,3,7,8,Female
36,No,Non-Travel,Data Science,4,Mathematics,661,2,Male,1,Data Scientist,2,Married,14444,2,No,6,3,2,3,40,0,2,19,9,2,5,Female
40,Yes,Non-Travel,Project Management,2,Business Administration,662,3,Male,1,Scrum Master,3,Single,10273,4,No,8,2,4,0,32,5,2,14,3,10,10,Female
45,No,Non-Travel,Cybersecurity,2,Computer Science,663,1,Male,3,Network Security Specialist,2,Married,13904,1,No,13,4,4,3,37,4,2,1,10,0,1,Male
53,No,Travel_Frequently,Data Science,3,Mathematics,664,4,Female,3,Data Scientist,3,Divorced,8130,6,No,20,3,1,2,24,3,3,10,8,6,2,Female
36,Yes,Non-Travel,Data Science,1,Mathematics,665,1,Female,1,Machine Learning Engineer,1,Married,6529,6,No,20,4,3,1,4,3,2,9,9,2,8,Female
